Performance,Gender,Caste,coaching,time,Class_ten_education,twelve_education,medium,Class_,Class_XII_Percentage,Father_occupation,Mother_occupation
1,male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
1,female,General,WA,FOUR,CBSE,CBSE,ENGLISH,1,1,BANK_OFFICIAL,BANK_OFFICIAL
1,male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,OTHERS
1,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,female,General,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
1,male,General,WA,THREE,SEBA,AHSEC,OTHERS,1,1,OTHERS,HOUSE_WIFE
1,female,General,OA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
1,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,male,General,WA,TWO,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,HOUSE_WIFE
1,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,COLLEGE_TEACHER
1,male,General,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,female,General,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,male,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
1,male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
1,male,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,COLLEGE_TEACHER,SCHOOL_TEACHER
1,female,General,WA,THREE,CBSE,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
1,female,SC,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,OTHERS,OTHERS
1,male,OBC,WA,THREE,SEBA,AHSEC,OTHERS,1,1,CULTIVATOR,CULTIVATOR
1,male,General,WA,TWO,SEBA,AHSEC,OTHERS,1,1,OTHERS,HOUSE_WIFE
1,male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
1,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,male,OBC,WA,THREE,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
1,male,OBC,WA,TWO,SEBA,AHSEC,OTHERS,1,1,CULTIVATOR,SCHOOL_TEACHER
1,female,General,WA,ONE,CBSE,CBSE,ENGLISH,1,1,BUSINESS,BUSINESS
1,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
1,male,General,WA,THREE,SEBA,AHSEC,ASSAMESE,0,0,SCHOOL_TEACHER,HOUSE_WIFE
1,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BANK_OFFICIAL,SCHOOL_TEACHER
1,male,ST,NO,TWO,SEBA,AHSEC,ENGLISH,0,0,OTHERS,HOUSE_WIFE
1,female,General,WA,THREE,SEBA,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
1,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,SCHOOL_TEACHER
1,female,SC,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,female,General,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,ENGINEER,ENGINEER
1,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,OTHERS
1,male,OBC,NO,FOUR,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,female,OBC,OA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,female,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
1,male,OBC,NO,ONE,CBSE,CBSE,ENGLISH,1,1,DOCTOR,OTHERS
1,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,ENGINEER,COLLEGE_TEACHER
1,male,OBC,WA,THREE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,female,General,NO,ONE,SEBA,AHSEC,OTHERS,1,1,DOCTOR,DOCTOR
1,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,female,OBC,NO,THREE,CBSE,CBSE,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
1,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
1,male,General,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,OTHERS,HOUSE_WIFE
1,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,0,0,BUSINESS,HOUSE_WIFE
1,female,SC,NO,TWO,CBSE,CBSE,ENGLISH,1,1,ENGINEER,OTHERS
1,female,SC,NO,ONE,CBSE,CBSE,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
1,male,General,WA,TWO,SEBA,AHSEC,OTHERS,1,1,OTHERS,HOUSE_WIFE
1,female,General,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
1,female,OBC,NO,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,male,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,male,General,NO,ONE,CBSE,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
1,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
1,male,OBC,OA,ONE,CBSE,CBSE,ENGLISH,1,1,ENGINEER,ENGINEER
1,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
1,female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,OTHERS
1,female,General,WA,ONE,CBSE,CBSE,ENGLISH,1,1,DOCTOR,DOCTOR
1,female,General,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,1,0,OTHERS,HOUSE_WIFE
1,male,General,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,male,General,WA,THREE,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,HOUSE_WIFE
1,female,General,WA,TWO,OTHERS,AHSEC,ENGLISH,1,1,COLLEGE_TEACHER,HOUSE_WIFE
1,male,General,WA,THREE,SEBA,AHSEC,OTHERS,1,1,CULTIVATOR,HOUSE_WIFE
1,female,General,WA,THREE,SEBA,AHSEC,ENGLISH,1,1,COLLEGE_TEACHER,SCHOOL_TEACHER
1,female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,COLLEGE_TEACHER,ENGINEER
1,male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
1,male,General,OA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,male,General,WA,THREE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
1,male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
1,male,General,WA,TWO,CBSE,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
1,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,SCHOOL_TEACHER
1,female,OBC,NO,ONE,CBSE,CBSE,ENGLISH,1,0,BUSINESS,SCHOOL_TEACHER
1,female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
1,male,General,WA,TWO,SEBA,AHSEC,OTHERS,1,1,OTHERS,HOUSE_WIFE
1,male,SC,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,male,SC,WA,ONE,OTHERS,AHSEC,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
1,male,General,WA,THREE,SEBA,AHSEC,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
1,female,OBC,NO,ONE,CBSE,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
1,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,General,WA,THREE,SEBA,AHSEC,ASSAMESE,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,male,SC,OA,TWO,SEBA,CBSE,OTHERS,1,0,OTHERS,HOUSE_WIFE
0,male,General,NO,ONE,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,male,General,WA,THREE,SEBA,AHSEC,ASSAMESE,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,female,General,NO,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,General,NO,TWO,SEBA,AHSEC,OTHERS,1,1,OTHERS,HOUSE_WIFE
0,male,SC,OA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,OTHERS
0,female,OBC,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,General,WA,ONE,OTHERS,CBSE,ENGLISH,1,1,ENGINEER,DOCTOR
0,male,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,General,WA,TWO,SEBA,AHSEC,OTHERS,0,0,SCHOOL_TEACHER,HOUSE_WIFE
0,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,female,General,WA,TWO,SEBA,CBSE,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
0,male,General,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
0,female,General,WA,THREE,CBSE,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,male,OBC,OA,FOUR,SEBA,OTHERS,ENGLISH,1,0,COLLEGE_TEACHER,HOUSE_WIFE
0,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,General,OA,TWO,SEBA,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,General,WA,TWO,SEBA,CBSE,ENGLISH,1,1,BANK_OFFICIAL,HOUSE_WIFE
0,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,male,General,WA,THREE,SEBA,AHSEC,ENGLISH,0,1,BUSINESS,HOUSE_WIFE
0,male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,male,General,NO,TWO,SEBA,AHSEC,ENGLISH,1,1,ENGINEER,COLLEGE_TEACHER
0,male,General,NO,TWO,CBSE,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,male,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,General,WA,TWO,SEBA,CBSE,ENGLISH,0,1,BUSINESS,HOUSE_WIFE
0,male,General,NO,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,SC,WA,THREE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,General,OA,ONE,CBSE,CBSE,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
0,female,General,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,BANK_OFFICIAL,OTHERS
0,female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,COLLEGE_TEACHER,SCHOOL_TEACHER
0,female,General,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,male,General,WA,THREE,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,female,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,General,OA,TWO,CBSE,CBSE,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
0,male,OBC,NO,TWO,SEBA,AHSEC,ENGLISH,0,0,OTHERS,OTHERS
0,female,General,WA,TWO,SEBA,CBSE,ENGLISH,1,0,OTHERS,HOUSE_WIFE
0,male,General,WA,TWO,SEBA,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,OBC,OA,THREE,CBSE,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,DOCTOR
0,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,ENGINEER,HOUSE_WIFE
0,male,General,NO,ONE,CBSE,AHSEC,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
0,male,General,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,OTHERS,HOUSE_WIFE
0,male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
0,male,General,WA,THREE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,OBC,NO,FIVE,SEBA,AHSEC,OTHERS,0,0,SCHOOL_TEACHER,HOUSE_WIFE
0,male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,OTHERS
0,male,OBC,NO,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,OBC,WA,SEVEN,CBSE,CBSE,ENGLISH,1,0,OTHERS,HOUSE_WIFE
0,male,SC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
0,female,SC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
0,female,OBC,WA,ONE,SEBA,AHSEC,OTHERS,1,1,BUSINESS,HOUSE_WIFE
0,male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,OTHERS
0,female,OBC,WA,THREE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,OTHERS
0,male,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
0,female,General,OA,ONE,CBSE,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,female,OBC,NO,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,female,General,NO,ONE,CBSE,CBSE,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
0,male,General,WA,THREE,SEBA,AHSEC,OTHERS,1,0,SCHOOL_TEACHER,HOUSE_WIFE
0,female,OBC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,OTHERS
0,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,General,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,OBC,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,OTHERS
0,male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
0,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,female,OBC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,OBC,WA,ONE,CBSE,CBSE,ENGLISH,1,1,OTHERS,OTHERS
0,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
0,female,OBC,WA,THREE,SEBA,AHSEC,OTHERS,0,0,BUSINESS,HOUSE_WIFE
0,male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,OBC,WA,FOUR,SEBA,AHSEC,ENGLISH,1,0,BUSINESS,HOUSE_WIFE
0,female,OBC,OA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,female,OBC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,DOCTOR,OTHERS
0,male,General,WA,TWO,SEBA,AHSEC,OTHERS,1,1,OTHERS,SCHOOL_TEACHER
0,male,General,WA,TWO,SEBA,AHSEC,OTHERS,1,1,OTHERS,OTHERS
0,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,male,OBC,OA,TWO,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
0,male,OBC,NO,THREE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,General,WA,THREE,SEBA,AHSEC,ASSAMESE,1,1,DOCTOR,OTHERS
0,female,General,WA,ONE,SEBA,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,male,General,NO,ONE,SEBA,AHSEC,OTHERS,1,1,CULTIVATOR,HOUSE_WIFE
0,female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,DOCTOR,OTHERS
0,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,General,NO,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,General,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,SC,NO,THREE,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,female,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,OTHERS
0,female,General,WA,ONE,CBSE,CBSE,ENGLISH,1,0,BUSINESS,HOUSE_WIFE
0,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,male,General,NO,ONE,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,General,NO,TWO,SEBA,AHSEC,OTHERS,0,0,SCHOOL_TEACHER,HOUSE_WIFE
0,female,OBC,WA,ONE,SEBA,AHSEC,ASSAMESE,1,1,OTHERS,SCHOOL_TEACHER
0,male,SC,NO,ONE,CBSE,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,male,General,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,1,0,BUSINESS,HOUSE_WIFE
0,male,General,NO,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,male,General,WA,TWO,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,HOUSE_WIFE
0,female,ST,WA,ONE,SEBA,AHSEC,OTHERS,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,female,General,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
0,female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,1,1,OTHERS,OTHERS
0,male,SC,NO,THREE,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,1,1,OTHERS,HOUSE_WIFE
0,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,General,OA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,SCHOOL_TEACHER
0,male,General,NO,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,male,SC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,CULTIVATOR,HOUSE_WIFE
0,male,General,OA,ONE,CBSE,CBSE,ENGLISH,1,1,DOCTOR,SCHOOL_TEACHER
0,male,General,NO,ONE,CBSE,CBSE,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
0,male,General,NO,TWO,SEBA,AHSEC,OTHERS,1,1,BUSINESS,HOUSE_WIFE
0,male,General,WA,FOUR,SEBA,AHSEC,OTHERS,1,0,SCHOOL_TEACHER,HOUSE_WIFE
0,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,General,WA,ONE,SEBA,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,female,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,OTHERS,OTHERS
0,female,General,WA,TWO,SEBA,CBSE,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,OTHERS
0,male,General,WA,TWO,CBSE,CBSE,ENGLISH,1,1,BUSINESS,OTHERS
0,female,General,NO,ONE,SEBA,CBSE,ENGLISH,1,1,SCHOOL_TEACHER,SCHOOL_TEACHER
0,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,1,1,OTHERS,HOUSE_WIFE
0,male,General,NO,ONE,CBSE,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,male,General,NO,ONE,SEBA,CBSE,ENGLISH,1,1,BUSINESS,HOUSE_WIFE
0,female,SC,WA,ONE,OTHERS,CBSE,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
0,female,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,1,1,DOCTOR,HOUSE_WIFE
