id,Performance,Gender,Caste,coaching,time,Class_ten_education,twelve_education,medium,Class_,Class_XII_Percentage,Father_occupation,Mother_occupation
493,Good,female,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
494,Good,female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE
495,Good,female,OBC,OA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
496,Good,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
497,Good,female,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
498,Good,female,OBC,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Excellent,BUSINESS,HOUSE_WIFE
499,Good,male,OBC,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
500,Average,female,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE
501,Average,male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
502,Average,female,OBC,WA,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
503,Average,male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Good,OTHERS,HOUSE_WIFE
504,Average,female,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,DOCTOR,HOUSE_WIFE
505,Average,male,OBC,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
506,Average,female,OBC,NO,THREE,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
507,Average,male,OBC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
508,Average,female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
509,Average,male,OBC,WA,THREE,SEBA,AHSEC,ASSAMESE,Vg,Good,BUSINESS,HOUSE_WIFE
510,Average,male,OBC,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,OTHERS
511,Average,female,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,HOUSE_WIFE
512,Average,male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,OTHERS
513,Average,female,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
514,Average,female,OBC,NO,TWO,SEBA,AHSEC,ASSAMESE,Vg,Good,OTHERS,HOUSE_WIFE
515,Average,male,OBC,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE
516,Average,female,OBC,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
517,Average,male,OBC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
518,Average,male,OBC,NO,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
519,Average,male,OBC,WA,ONE,SEBA,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE
520,Average,male,OBC,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,OTHERS
521,Average,male,OBC,NO,FOUR,SEBA,AHSEC,OTHERS,Vg,Average,SCHOOL_TEACHER,HOUSE_WIFE
522,Average,female,OBC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
523,Average,male,OBC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,HOUSE_WIFE
524,Average,male,OBC,NO,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER
525,Good,female,SC,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
526,Good,male,SC,WA,THREE,SEBA,AHSEC,ENGLISH,Vg,Good,SCHOOL_TEACHER,HOUSE_WIFE
527,Good,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
528,Good,female,SC,NO,TWO,SEBA,AHSEC,OTHERS,Excellent,Excellent,ENGINEER,HOUSE_WIFE
529,Good,female,SC,OA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
530,Good,female,SC,WA,THREE,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
531,Good,male,SC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE
532,Average,female,SC,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE
533,Average,female,SC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
534,Average,female,SC,WA,THREE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
535,Average,male,SC,WA,ONE,SEBA,AHSEC,ASSAMESE,Good,Good,OTHERS,HOUSE_WIFE
536,Average,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
537,Average,female,SC,WA,THREE,SEBA,AHSEC,ASSAMESE,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE
538,Average,female,SC,WA,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
539,Average,female,SC,WA,THREE,CBSE,CBSE,ENGLISH,Vg,Vg,BANK_OFFICIAL,OTHERS
540,Average,female,SC,NO,ONE,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,OTHERS,HOUSE_WIFE
541,Average,female,SC,NO,TWO,SEBA,AHSEC,ASSAMESE,Average,Good,BUSINESS,HOUSE_WIFE
542,Average,male,SC,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
543,Average,female,SC,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
544,Average,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
545,Average,male,SC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
546,Average,male,SC,WA,TWO,SEBA,AHSEC,ASSAMESE,Vg,Vg,CULTIVATOR,HOUSE_WIFE
547,Average,male,SC,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Good,SCHOOL_TEACHER,OTHERS
548,Average,male,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,SCHOOL_TEACHER
549,Average,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
550,Average,male,SC,NO,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
551,Average,female,SC,WA,TWO,SEBA,AHSEC,OTHERS,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
552,Average,male,SC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
553,Average,male,SC,NO,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
554,Average,female,SC,NO,TWO,SEBA,CBSE,ENGLISH,Vg,Vg,DOCTOR,SCHOOL_TEACHER
555,Average,female,SC,WA,THREE,SEBA,AHSEC,OTHERS,Good,Good,SCHOOL_TEACHER,OTHERS
556,Average,female,SC,WA,TWO,SEBA,CBSE,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE
557,Average,female,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,OTHERS
558,Average,male,SC,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER
559,Average,male,SC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
560,Average,female,SC,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,HOUSE_WIFE
561,Average,male,SC,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,BUSINESS,HOUSE_WIFE
562,Average,male,SC,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,ENGINEER,HOUSE_WIFE
563,Good,male,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
564,Good,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,HOUSE_WIFE
565,Good,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE
566,Average,female,ST,WA,TWO,SEBA,CBSE,ENGLISH,Vg,Vg,BUSINESS,HOUSE_WIFE
567,Average,male,ST,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
568,Average,male,ST,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
569,Average,male,ST,NO,THREE,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,SCHOOL_TEACHER
570,Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
571,Average,female,ST,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER
572,Average,female,ST,WA,TWO,SEBA,CBSE,ENGLISH,Excellent,Excellent,DOCTOR,COLLEGE_TEACHER
573,Average,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
574,Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
575,Average,male,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Good,Good,ENGINEER,SCHOOL_TEACHER
576,Average,male,ST,WA,ONE,SEBA,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
577,Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
578,Average,male,ST,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE
579,Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE
580,Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,CULTIVATOR,HOUSE_WIFE
581,Average,female,ST,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Good,ENGINEER,BUSINESS
582,Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
583,Average,male,ST,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,BUSINESS,SCHOOL_TEACHER
584,Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,DOCTOR,HOUSE_WIFE
585,Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
586,Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE
587,Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE
588,Average,female,ST,WA,TWO,OTHERS,OTHERS,ENGLISH,Excellent,Excellent,DOCTOR,COLLEGE_TEACHER
589,Average,female,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,OTHERS,OTHERS
590,Average,male,ST,OA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
591,Average,female,ST,NO,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,BANK_OFFICIAL,HOUSE_WIFE
592,Average,male,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE
593,Average,female,ST,WA,ONE,SEBA,AHSEC,OTHERS,Average,Vg,OTHERS,HOUSE_WIFE
594,Average,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
595,Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Good,ENGINEER,HOUSE_WIFE
596,Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE
597,Average,male,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,CULTIVATOR,HOUSE_WIFE
598,Average,female,ST,WA,THREE,SEBA,AHSEC,ENGLISH,Vg,Average,OTHERS,HOUSE_WIFE
599,Average,male,ST,NO,TWO,CBSE,CBSE,ENGLISH,Vg,Good,CULTIVATOR,HOUSE_WIFE
600,Average,male,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Average,Good,OTHERS,HOUSE_WIFE
601,Average,female,ST,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
602,Average,female,ST,WA,THREE,CBSE,CBSE,ENGLISH,Excellent,Vg,BANK_OFFICIAL,HOUSE_WIFE
603,Average,female,ST,WA,TWO,SEBA,AHSEC,ASSAMESE,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
604,Average,male,ST,OA,THREE,CBSE,CBSE,ENGLISH,Vg,Excellent,OTHERS,HOUSE_WIFE
605,Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
606,Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,COLLEGE_TEACHER,HOUSE_WIFE
607,Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Good,SCHOOL_TEACHER,HOUSE_WIFE
608,Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,SCHOOL_TEACHER,HOUSE_WIFE
609,Average,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Average,Average,OTHERS,HOUSE_WIFE
610,Average,male,ST,NO,THREE,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE
611,Average,male,ST,NO,ONE,SEBA,AHSEC,ASSAMESE,Vg,Good,CULTIVATOR,HOUSE_WIFE
612,Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
613,Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
614,Average,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Good,Vg,OTHERS,HOUSE_WIFE
615,Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE
616,Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
617,Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,OTHERS,HOUSE_WIFE
618,Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE
619,Average,male,ST,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,HOUSE_WIFE
620,Average,female,ST,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,ENGINEER,OTHERS
621,Average,male,ST,NO,THREE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
622,Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,CULTIVATOR,OTHERS
623,Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,HOUSE_WIFE
624,Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE
625,Average,female,ST,WA,TWO,CBSE,CBSE,ENGLISH,Excellent,Good,OTHERS,HOUSE_WIFE
626,Average,male,ST,WA,TWO,CBSE,CBSE,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
627,Average,male,ST,OA,TWO,CBSE,CBSE,ENGLISH,Excellent,Vg,CULTIVATOR,HOUSE_WIFE
628,Average,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,SCHOOL_TEACHER,SCHOOL_TEACHER
629,Average,male,ST,NO,TWO,SEBA,AHSEC,ENGLISH,Average,Good,BUSINESS,HOUSE_WIFE
630,Average,male,ST,NO,ONE,SEBA,AHSEC,ASSAMESE,Average,Average,CULTIVATOR,HOUSE_WIFE
631,Average,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,DOCTOR,HOUSE_WIFE
632,Average,male,ST,OA,ONE,CBSE,CBSE,ENGLISH,Vg,Excellent,SCHOOL_TEACHER,OTHERS
633,Average,male,ST,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Vg,ENGINEER,HOUSE_WIFE
634,Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,HOUSE_WIFE
635,Average,male,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Excellent,Excellent,OTHERS,OTHERS
636,Average,female,ST,NO,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,DOCTOR
637,Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,SCHOOL_TEACHER
638,Average,male,ST,WA,TWO,CBSE,AHSEC,ENGLISH,Good,Good,OTHERS,SCHOOL_TEACHER
639,Average,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Good,ENGINEER,HOUSE_WIFE
640,Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,HOUSE_WIFE
641,Average,male,ST,NO,THREE,SEBA,AHSEC,ENGLISH,Good,Average,CULTIVATOR,HOUSE_WIFE
642,Average,female,ST,WA,TWO,OTHERS,OTHERS,ENGLISH,Vg,Vg,SCHOOL_TEACHER,HOUSE_WIFE
643,Average,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,SCHOOL_TEACHER
644,Average,male,ST,WA,THREE,CBSE,CBSE,ENGLISH,Vg,Vg,BANK_OFFICIAL,HOUSE_WIFE
645,Average,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Vg,Vg,BUSINESS,DOCTOR
646,Average,female,ST,WA,FOUR,SEBA,AHSEC,ASSAMESE,Vg,Good,CULTIVATOR,HOUSE_WIFE
647,Average,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Average,Good,BUSINESS,OTHERS
648,Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,SCHOOL_TEACHER
649,Average,male,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Good,OTHERS,HOUSE_WIFE
650,Average,female,ST,WA,THREE,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE
651,Average,male,ST,WA,THREE,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE
652,Average,female,ST,OA,THREE,OTHERS,OTHERS,ENGLISH,Good,Good,CULTIVATOR,HOUSE_WIFE
653,Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Good,Good,OTHERS,HOUSE_WIFE
654,Average,female,ST,NO,THREE,SEBA,AHSEC,ENGLISH,Average,Average,SCHOOL_TEACHER,HOUSE_WIFE
655,Average,male,ST,WA,ONE,CBSE,CBSE,ENGLISH,Excellent,Excellent,OTHERS,SCHOOL_TEACHER
656,Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Vg,Vg,OTHERS,OTHERS
657,Average,male,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Vg,Vg,CULTIVATOR,OTHERS
658,Average,female,ST,WA,TWO,CBSE,AHSEC,ENGLISH,Excellent,Good,BUSINESS,HOUSE_WIFE
659,Average,female,ST,WA,TWO,SEBA,AHSEC,ENGLISH,Excellent,Vg,OTHERS,OTHERS
660,Average,female,ST,NO,ONE,SEBA,AHSEC,ENGLISH,Vg,Good,BUSINESS,SCHOOL_TEACHER
661,Average,female,ST,WA,TWO,SEBA,CBSE,ENGLISH,Good,Vg,DOCTOR,SCHOOL_TEACHER
662,Average,female,ST,WA,ONE,SEBA,AHSEC,ENGLISH,Good,Vg,OTHERS,HOUSE_WIFE
663,Average,male,ST,WA,THREE,SEBA,AHSEC,ENGLISH,Vg,Good,CULTIVATOR,HOUSE_WIFE
664,Average,male,ST,WA,TWO,SEBA,CBSE,ENGLISH,Good,Vg,OTHERS,SCHOOL_TEACHER
665,Average,male,ST,WA,THREE,SEBA,AHSEC,ENGLISH,Good,Good,SCHOOL_TEACHER,HOUSE_WIFE
666,Average,female,ST,NO,ONE,SEBA,CBSE,ENGLISH,Vg,Good,BUSINESS,OTHERS